Assembly Name	Assembly Accession	Assembly Paired Assembly Accession	Organism Name	Organism Taxonomic ID	ANI Check status	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Annotation Release Date	Assembly Stats Total Number of Chromosomes	Assembly Stats Number of Contigs	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Number of Scaffolds	Assembly Stats GC Percent	Annotation BUSCO Complete	Annotation BUSCO Single Copy	Annotation BUSCO Duplicated	Annotation BUSCO Fragmented	Annotation BUSCO Missing	Annotation BUSCO Lineage	Assembly Sequencing Tech	Assembly Submitter	Assembly BioProject Accession	Assembly BioSample Accession	Annotation Count Gene Total	Annotation Count Gene Protein-coding	Annotation Count Gene Pseudogene	CheckM marker set	CheckM completeness	CheckM contamination
ASM211934v1	GCA_002119345.1	GCF_002119345.1	Halomonas sp. CSM-2	1975722	Inconclusive		CSM-2								55	Contig	2017-05-08	NBYR01	55	57							Illumina MiSeq	Queen's University Belfast	PRJNA381545	SAMN06680021				Halomonas	98.61	1.49
ASM211934v1	GCF_002119345.1	GCA_002119345.1	Halomonas sp. CSM-2	1975722	Inconclusive		CSM-2					GCF_002119345.1-RS_2025_08_18	2025-08-18		55	Contig	2017-05-08	NBYR01	55	57							Illumina MiSeq	Queen's University Belfast	PRJNA381545	SAMN06680021	3898	3755	66	Halomonas	98.61	1.49
ASM1716834v1	GCA_017168345.1	GCF_017168345.1	Halomonas sp. KRD171	2729726	Failed		KRD171								74	Scaffold	2021-03-05	JABFAT01	51	54.5							Illumina HiSeq	Robert Gordon University	PRJNA627671	SAMN14679901				Halomonas	99.39	2.29
ASM1716834v1	GCF_017168345.1	GCA_017168345.1	Halomonas sp. KRD171	2729726	Failed		KRD171					GCF_017168345.1-RS_2024_08_07	2024-08-07		74	Scaffold	2021-03-05	JABFAT01	51	54.5							Illumina HiSeq	Robert Gordon University	PRJNA627671	SAMN14679901	5137	4991	65	Halomonas	99.39	2.29
ASM3001050v1	GCA_030010505.1	GCF_030010505.1	Halomonas kalidii	3043293	OK		LN1S58					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-05-08		56	Contig	2023-05-13	JASCQO01	56	66.5							Illumina HiSeq	Inner Mongolia University	PRJNA961785	SAMN34368799	4557	4448	39	Halomonas	99.6	3.29
ASM3001050v1	GCF_030010505.1	GCA_030010505.1	Halomonas kalidii	3043293	OK		LN1S58					GCF_030010505.1-RS_2026_01_20	2026-01-20		56	Contig	2023-05-13	JASCQO01	56	66.5							Illumina HiSeq	Inner Mongolia University	PRJNA961785	SAMN34368799	4562	4446	46	Halomonas	99.6	3.29
ASM3001516v1	GCA_030015165.1	GCF_030015165.1	Halomonas sp. BMC7	2920520	Inconclusive		BMC7					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2022-02-25		53	Scaffold	2023-05-12	JAKUME01	49	62							Illumina MiSeq	King Abdullah University of Science and Technology	PRJNA809533	SAMN26185812	3491	3374	49	Halomonas	99.47	0.75
ASM3001516v1	GCF_030015165.1	GCA_030015165.1	Halomonas sp. BMC7	2920520	Inconclusive		BMC7					GCF_030015165.1-RS_2024_06_08	2024-06-08		53	Scaffold	2023-05-12	JAKUME01	49	62							Illumina MiSeq	King Abdullah University of Science and Technology	PRJNA809533	SAMN26185812	3481	3379	34	Halomonas	99.47	0.75
ASM5237640v1	GCA_052376405.1		Halomonas sp. AOP5-CZ2-32	3457650	OK		AOP5-CZ2-32					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2025-08-26		63	Contig	2025-08-31	JBQSVQ01	63	53.5							Illumina NovaSeq	French National Institute for Agriculture, Food, and Environment (INRAE)	PRJNA1308522	SAMN50700066	3634	3521	48	Halomonas	98.45	3.26
ASM5237930v1	GCA_052379305.1	GCF_052379305.1	Halomonas sp. AOP1-B1-8	3457726	OK		AOP1-B1-8					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2025-08-26		94	Contig	2025-08-31	JBQSYM01	94	54							Illumina NovaSeq	French National Institute for Agriculture, Food, and Environment (INRAE)	PRJNA1308522	SAMN50700058	3667	3551	51	Halomonas	98.91	0.87
ASM5237930v1	GCF_052379305.1	GCA_052379305.1	Halomonas sp. AOP1-B1-8	3457726	OK		AOP1-B1-8					GCF_052379305.1-RS_2025_09_04	2025-09-04		94	Contig	2025-08-31	JBQSYM01	94	54							Illumina NovaSeq	French National Institute for Agriculture, Food, and Environment (INRAE)	PRJNA1308522	SAMN50700058	3667	3548	54	Halomonas	98.91	0.87
ASM90016364v1	GCA_900163645.1	GCF_900163645.1	Halomonas citrativorans	2742612	Inconclusive		JB380					Annotation submitted by MICALIS	2024-01-30		65	Contig	2017-02-11	FUKM01	65	54							Illumina	MICALIS	PRJEB19046	SAMEA80403418	3841	3788		Halomonas	98.69	0.66
ASM90016364v1	GCF_900163645.1	GCA_900163645.1	Halomonas citrativorans	2742612	Inconclusive		JB380					GCF_900163645.1-RS_2025_03_16	2025-03-16		65	Contig	2017-02-11	FUKM01	65	54							Illumina	MICALIS	PRJEB19046	SAMEA80403418	3723	3629	37	Halomonas	98.69	0.66
ASM4349698v1	GCA_043496985.1	GCF_043496985.1	Halomonas sp. B23F22_20	3459517	OK		B23F22_20					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-10-15		170	Scaffold	2024-10-20	JBIEKH01	164	66							Illumina	UC Davis	PRJNA1164789	SAMN43907874	4227	4134	12	Halomonas	99.88	1.03
ASM4349698v1	GCF_043496985.1	GCA_043496985.1	Halomonas sp. B23F22_20	3459517	OK		B23F22_20					GCF_043496985.1-RS_2026_01_14	2026-01-14		170	Scaffold	2024-10-20	JBIEKH01	164	66							Illumina	UC Davis	PRJNA1164789	SAMN43907874	4226	4120	24	Halomonas	99.88	1.03
ASM2234804v1	GCA_022348045.1	GCF_022348045.1	Halomonas sp. MM17-34	2917742	Failed		MM17-34					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2022-02-15		76	Contig	2022-02-20	JAKRFK01	76	58							Illumina MiSeq	Meyer Microbes Lab	PRJNA795563	SAMN25860344	3584	3480	31	Halomonas	99.89	1.31
ASM2234804v1	GCF_022348045.1	GCA_022348045.1	Halomonas sp. MM17-34	2917742	Failed		MM17-34					GCF_022348045.1-RS_2024_05_07	2024-05-07		76	Contig	2022-02-20	JAKRFK01	76	58							Illumina MiSeq	Meyer Microbes Lab	PRJNA795563	SAMN25860344	3587	3484	30	Halomonas	99.89	1.31
ASM2234806v1	GCA_022348065.1	GCF_022348065.1	Halomonas sp. MM17-29	2917741	Failed		MM17-29					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2022-02-15		41	Contig	2022-02-20	JAKRFJ01	41	58.5							Illumina MiSeq	Meyer Microbes Lab	PRJNA795563	SAMN25860343	3409	3315	27	Halomonas	99.89	
ASM2234806v1	GCF_022348065.1	GCA_022348065.1	Halomonas sp. MM17-29	2917741	Failed		MM17-29					GCF_022348065.1-RS_2024_05_07	2024-05-07		41	Contig	2022-02-20	JAKRFJ01	41	58.5							Illumina MiSeq	Meyer Microbes Lab	PRJNA795563	SAMN25860343	3411	3321	23	Halomonas	99.89	
ASM2234810v1	GCA_022348105.1	GCF_022348105.1	Halomonas sp. MMH1-48	2917743	Failed		MMH1-48					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2022-02-15		39	Contig	2022-02-20	JAKRFL01	39	58.5							Illumina MiSeq	Meyer Microbes Lab	PRJNA795563	SAMN25860345	3410	3317	27	Halomonas	99.89	0.37
ASM2234810v1	GCF_022348105.1	GCA_022348105.1	Halomonas sp. MMH1-48	2917743	Failed		MMH1-48					GCF_022348105.1-RS_2024_05_07	2024-05-07		39	Contig	2022-02-20	JAKRFL01	39	58.5							Illumina MiSeq	Meyer Microbes Lab	PRJNA795563	SAMN25860345	3413	3325	22	Halomonas	99.89	0.37
ASM3184596v1	GCA_031845965.1	GCF_031845965.1	Halomonas sp. PAR7	3075514	OK		PAR7					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-09-18		69	Contig	2023-09-23	JAVRGB01	69	64.5							Illumina NovaSeq	Griffith University	PRJNA1016160	SAMN37370166	3525	3424	26	Halomonas	98.98	0.51
ASM3184596v1	GCF_031845965.1	GCA_031845965.1	Halomonas sp. PAR7	3075514	OK		PAR7					GCF_031845965.1-RS_2024_12_20	2024-12-20		69	Contig	2023-09-23	JAVRGB01	69	64.5							Illumina NovaSeq	Griffith University	PRJNA1016160	SAMN37370166	3535	3420	40	Halomonas	98.98	0.51
ASM320220v1	GCA_003202205.1	GCF_003202205.1	Halomonas sp. LBP4	2044917	OK		LBP4					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2017-10-17		108	Scaffold	2018-06-07	PDOG01	60	66.5							Illumina HiSeq	Zhejiang University	PRJNA414365	SAMN07776864	4411	4217	126	Halomonas	98.99	4
ASM320220v1	GCF_003202205.1	GCA_003202205.1	Halomonas sp. LBP4	2044917	OK		LBP4					GCF_003202205.1-RS_2025_08_18	2025-08-18		108	Scaffold	2018-06-07	PDOG01	60	66.5							Illumina HiSeq	Zhejiang University	PRJNA414365	SAMN07776864	4442	4313	64	Halomonas	98.99	4
ASM303086v2	GCA_003030865.2	GCF_003030865.2	Halomonas sp. SL1	2137478	OK		SL1					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2018-06-10		45	Scaffold	2018-06-20	PYUQ02	41	67.5							Illumina MiSeq	University of Massachusetts Dartmouth	PRJNA445724	SAMN08796902	3375	3274	33	Halomonas	99.75	0.77
ASM303086v2	GCF_003030865.2	GCA_003030865.2	Halomonas sp. SL1	2137478	OK		SL1					GCF_003030865.2-RS_2024_09_25	2024-09-25		45	Scaffold	2018-06-20	PYUQ02	41	67.5							Illumina MiSeq	University of Massachusetts Dartmouth	PRJNA445724	SAMN08796902	3422	3339	14	Halomonas	99.75	0.77
ASM2102131v1	GCA_021021315.1	GCF_021021315.1	Halomonas sp. IOP_14	2873295	Failed		IOP_14					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2021-09-01		123	Contig	2021-12-01	JAINWD01	123	54.5							Illumina HiSeq	Third Institute of Oceanography,National Oceanic Adminisstration	PRJNA758765	SAMN21035573	4877	4748	57	Halomonas	99.52	1.24
ASM2102131v1	GCF_021021315.1	GCA_021021315.1	Halomonas sp. IOP_14	2873295	Failed		IOP_14					GCF_021021315.1-RS_2025_08_25	2025-08-25		123	Contig	2021-12-01	JAINWD01	123	54.5							Illumina HiSeq	Third Institute of Oceanography,National Oceanic Adminisstration	PRJNA758765	SAMN21035573	4902	4778	52	Halomonas	99.52	1.24
ASM1486147v1	GCA_014861475.1	GCF_014861475.1	Halomonas citrativorans	2742612	OK		FME16					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2020-07-22		61	Contig	2020-10-07	RRZC01	61	54							Illumina HiSeq	INRA	PRJNA501839	SAMN10346435	3492	3368	61	Halomonas	98.34	0.6
ASM1486147v1	GCF_014861475.1	GCA_014861475.1	Halomonas citrativorans	2742612	OK		FME16					GCF_014861475.1-RS_2026_01_27	2026-01-27		61	Contig	2020-10-07	RRZC01	61	54							Illumina HiSeq	INRA	PRJNA501839	SAMN10346435	3520	3394	57	Halomonas	98.34	0.6
ASM2234821v1	GCA_022348215.1	GCF_022348215.1	Halomonas sp. DSH1-27	2917737	Failed		DSH1-27					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2022-02-15		41	Contig	2022-02-20	JAKRFF01	41	58.5							Illumina MiSeq	Meyer Microbes Lab	PRJNA795563	SAMN25860339	3401	3308	26	Halomonas	99.89	
ASM2234821v1	GCF_022348215.1	GCA_022348215.1	Halomonas sp. DSH1-27	2917737	Failed		DSH1-27					GCF_022348215.1-RS_2024_05_07	2024-05-07		41	Contig	2022-02-20	JAKRFF01	41	58.5							Illumina MiSeq	Meyer Microbes Lab	PRJNA795563	SAMN25860339	3407	3319	21	Halomonas	99.89	
ASM1991590v1	GCA_019915905.1	GCF_019915905.1	Halomonas sp. ANAO-440	2861360	OK		ANAO-440					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2021-07-22		73	Scaffold	2021-09-09	JAHXBV01	63	62.5							Illumina HiSeq	Kyushu University	PRJNA670823	SAMN20335857	3976	3866	41	Halomonas	98.59	1.16
ASM1991590v1	GCF_019915905.1	GCA_019915905.1	Halomonas sp. ANAO-440	2861360	OK		ANAO-440					GCF_019915905.1-RS_2025_01_08	2025-01-08		73	Scaffold	2021-09-09	JAHXBV01	63	62.5							Illumina HiSeq	Kyushu University	PRJNA670823	SAMN20335857	3988	3883	38	Halomonas	98.59	1.16
ASM5548639v1	GCA_055486395.1	GCF_055486395.1	Halomonas maura	117606	OK		S-30					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2026-02-05		73	Scaffold	2026-02-24	JBUEGU01	53	67.5							Illumina NovaSeq 600	University of Granada	PRJNA1418774	SAMN55062607	4195	4073	56	Halomonas	99.78	2.82
ASM5548639v1	GCF_055486395.1	GCA_055486395.1	Halomonas maura	117606	OK		S-30					GCF_055486395.1-RS_2026_02_25	2026-02-25		73	Scaffold	2026-02-24	JBUEGU01	53	67.5							Illumina NovaSeq 600	University of Granada	PRJNA1418774	SAMN55062607	4195	4060	69	Halomonas	99.78	2.82
ASM3001055v1	GCA_030010555.1	GCF_030010555.1	Halomonas rhizosphaerae	3043296	OK		LR5S20					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-05-08		46	Contig	2023-05-13	JASCQP01	46	66.5							Illumina HiSeq	Inner Mongolia University	PRJNA961785	SAMN34368798	3896	3779	48	Halomonas	99.74	1.44
ASM3001055v1	GCF_030010555.1	GCA_030010555.1	Halomonas rhizosphaerae	3043296	OK		LR5S20					GCF_030010555.1-RS_2026_01_20	2026-01-20		46	Contig	2023-05-13	JASCQP01	46	66.5							Illumina HiSeq	Inner Mongolia University	PRJNA961785	SAMN34368798	3901	3782	50	Halomonas	99.74	1.44
ASM5237968v1	GCA_052379685.1	GCF_052379685.1	Halomonas sp. 111	3457735	OK		111					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2025-08-26		67	Contig	2025-08-31	JBQSYV01	67	54							Illumina NovaSeq	French National Institute for Agriculture, Food, and Environment (INRAE)	PRJNA1308522	SAMN50700062	3693	3594	33	Halomonas	99.15	0.49
ASM5237968v1	GCF_052379685.1	GCA_052379685.1	Halomonas sp. 111	3457735	OK		111					GCF_052379685.1-RS_2025_09_04	2025-09-04		67	Contig	2025-08-31	JBQSYV01	67	54							Illumina NovaSeq	French National Institute for Agriculture, Food, and Environment (INRAE)	PRJNA1308522	SAMN50700062	3691	3584	41	Halomonas	99.15	0.49
ASM5237960v1	GCA_052379605.1	GCF_052379605.1	Halomonas sp. 200	3457733	OK		200					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2025-08-26		71	Contig	2025-08-31	JBQSYT01	71	54							Illumina NovaSeq	French National Institute for Agriculture, Food, and Environment (INRAE)	PRJNA1308522	SAMN50700061	3547	3449	33	Halomonas	98.93	0.5
ASM5237960v1	GCF_052379605.1	GCA_052379605.1	Halomonas sp. 200	3457733	OK		200					GCF_052379605.1-RS_2025_09_04	2025-09-04		71	Contig	2025-08-31	JBQSYT01	71	54							Illumina NovaSeq	French National Institute for Agriculture, Food, and Environment (INRAE)	PRJNA1308522	SAMN50700061	3548	3447	36	Halomonas	98.93	0.5
ASM5237978v1	GCA_052379785.1	GCF_052379785.1	Halomonas sp. 72	3457738	OK		72					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2025-08-26		70	Contig	2025-08-31	JBQSYY01	70	54							Illumina NovaSeq	French National Institute for Agriculture, Food, and Environment (INRAE)	PRJNA1308522	SAMN50700060	3552	3453	34	Halomonas	98.93	0.5
ASM5237978v1	GCF_052379785.1	GCA_052379785.1	Halomonas sp. 72	3457738	OK		72					GCF_052379785.1-RS_2025_09_04	2025-09-04		70	Contig	2025-08-31	JBQSYY01	70	54							Illumina NovaSeq	French National Institute for Agriculture, Food, and Environment (INRAE)	PRJNA1308522	SAMN50700060	3553	3449	39	Halomonas	98.93	0.5
ASM1559502v1	GCA_015595025.1	GCF_015595025.1	Halomonas sp. KAO	2783858	OK		KAO					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2020-11-13		137	Scaffold	2020-11-18	JADNRL01	47	64							Illumina HiSeq	Griffith University	PRJNA671517	SAMN16623250	3517	3403	41	Halomonas	99.55	0.61
ASM1559502v1	GCF_015595025.1	GCA_015595025.1	Halomonas sp. KAO	2783858	OK		KAO					GCF_015595025.1-RS_2025_03_25	2025-03-25		137	Scaffold	2020-11-18	JADNRL01	47	64							Illumina HiSeq	Griffith University	PRJNA671517	SAMN16623250	3545	3425	47	Halomonas	99.55	0.61
ASM166351v1	GCA_001663515.1	GCF_001663515.1	Halomonas sp. G11	1684425	Inconclusive		G11					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2016-06-02		45	Scaffold	2016-06-16	LYXG01	44	58							Illumina HiSeq	Institute for Biotechnology of Sidi Thabet	PRJNA289975	SAMN04513427	3662	3537	56	Halomonas	98.95	0.2
ASM166351v1	GCF_001663515.1	GCA_001663515.1	Halomonas sp. G11	1684425	Inconclusive		G11					GCF_001663515.1-RS_2025_03_25	2025-03-25		45	Scaffold	2016-06-16	LYXG01	44	58							Illumina HiSeq	Institute for Biotechnology of Sidi Thabet	PRJNA289975	SAMN04513427	3732	3632	32	Halomonas	98.95	0.2
ASM434771v1	GCA_004347715.1	GCF_004347715.1	Halomonas marinisediminis	2546095	Inconclusive		204					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2019-03-07		923	Contig	2019-03-12	SLTR01	923	63							Illumina HiSeq	Binzhou Medical University	PRJNA525689	SAMN11056585	3793	3673	44	Halomonas	99.09	1.87
ASM434771v1	GCF_004347715.1	GCA_004347715.1	Halomonas marinisediminis	2546095	Inconclusive		204					GCF_004347715.1-RS_2025_08_12	2025-08-12		923	Contig	2019-03-12	SLTR01	923	63							Illumina HiSeq	Binzhou Medical University	PRJNA525689	SAMN11056585	3597	3412	111	Halomonas	99.09	1.87
ASM4980861v1	GCA_049808615.1	GCF_049808615.1	Halomonas sp. GXIMD04776	3415605	Inconclusive		GXIMD04776					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2025-04-14		73	Contig	2025-04-19	JBNCAN01	73	59							Illumina	Guangxi University of Chinese Medicine	PRJNA1248449	SAMN47857692	3890	3771	51	Halomonas	98.98	2.72
ASM4980861v1	GCF_049808615.1	GCA_049808615.1	Halomonas sp. GXIMD04776	3415605	Inconclusive		GXIMD04776					GCF_049808615.1-RS_2025_04_20	2025-04-20		73	Contig	2025-04-19	JBNCAN01	73	59							Illumina	Guangxi University of Chinese Medicine	PRJNA1248449	SAMN47857692	3891	3768	55	Halomonas	98.98	2.72
ASM5237970v1	GCA_052379705.1	GCF_052379705.1	Halomonas sp. 86	3457737	OK		86					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2025-08-26		68	Contig	2025-08-31	JBQSYX01	68	54							Illumina NovaSeq	French National Institute for Agriculture, Food, and Environment (INRAE)	PRJNA1308522	SAMN50700059	3680	3581	33	Halomonas	98.78	0.49
ASM5237970v1	GCF_052379705.1	GCA_052379705.1	Halomonas sp. 86	3457737	OK		86					GCF_052379705.1-RS_2025_09_04	2025-09-04		68	Contig	2025-08-31	JBQSYX01	68	54							Illumina NovaSeq	French National Institute for Agriculture, Food, and Environment (INRAE)	PRJNA1308522	SAMN50700059	3679	3576	37	Halomonas	98.78	0.49
Halomonas sp. strain Alg239-R46	GCA_947331475.1	GCF_947331475.1	Halomonas sp. Alg239-R46	2993445	Failed					Alg239-R46					91	Contig	2023-01-09	CAMZOL01	91	54.5							Illumina NextSeq 2000	iBB-IST	PRJEB50695	SAMEA112127971				Halomonas	99.89	1.85
Halomonas sp. strain Alg239-R46	GCF_947331475.1	GCA_947331475.1	Halomonas sp. Alg239-R46	2993445	Failed					Alg239-R46		GCF_947331475.1-RS_2024_06_05	2024-06-05		91	Contig	2023-01-09	CAMZOL01	91	54.5							Illumina NextSeq 2000	iBB-IST	PRJEB50695	SAMEA112127971	4649	4498	82	Halomonas	99.89	1.85
ASM3233413v1	GCA_032334135.1	GCF_032334135.1	Halomonas sp. I1	393536	OK		I1					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-09-28		53	Scaffold	2023-10-03	JAVXUS01	40	63.5							Illumina NovaSeq	Lawrence Berkeley National Laboratory	PRJNA992430	SAMN37482663	3690	3614	14	Halomonas	99.89	0.75
ASM3233413v1	GCF_032334135.1	GCA_032334135.1	Halomonas sp. I1	393536	OK		I1					GCF_032334135.1-RS_2024_12_30	2024-12-30		53	Scaffold	2023-10-03	JAVXUS01	40	63.5							Illumina NovaSeq	Lawrence Berkeley National Laboratory	PRJNA992430	SAMN37482663	3704	3622	20	Halomonas	99.89	0.75
ASM318219v1	GCA_003182195.1	GCF_003182195.1	Halomonas sp. A11-A	2183985	OK		A11-A					Annotation submitted by DOE Joint Genome Institute	2018-05-31		66	Scaffold	2018-05-31	QGTM01	63	67.5							Illumina MiSeq	DOE Joint Genome Institute	PRJNA455882	SAMN09081309	3196	3116		Halomonas	99.12	3.07
ASM318219v1	GCF_003182195.1	GCA_003182195.1	Halomonas sp. A11-A	2183985	OK		A11-A					GCF_003182195.1-RS_2024_09_20	2024-09-20		66	Scaffold	2018-05-31	QGTM01	63	67.5							Illumina MiSeq	DOE Joint Genome Institute	PRJNA455882	SAMN09081309	3220	3093	57	Halomonas	99.12	3.07
ASM5237860v1	GCA_052378605.1	GCF_052378605.1	Halomonas sp. AOP27-A1-41	3457707	OK		AOP27-A1-41					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2025-08-26		77	Contig	2025-08-31	JBQSXT01	77	54							Illumina NovaSeq	French National Institute for Agriculture, Food, and Environment (INRAE)	PRJNA1308522	SAMN50700054	3434	3324	44	Halomonas	98.56	2.46
ASM5237860v1	GCF_052378605.1	GCA_052378605.1	Halomonas sp. AOP27-A1-41	3457707	OK		AOP27-A1-41					GCF_052378605.1-RS_2025_09_04	2025-09-04		77	Contig	2025-08-31	JBQSXT01	77	54							Illumina NovaSeq	French National Institute for Agriculture, Food, and Environment (INRAE)	PRJNA1308522	SAMN50700054	3434	3322	46	Halomonas	98.56	2.46
ASM2988984v1	GCA_029889845.1	GCF_029889845.1	Halomonas sp. 25-S5	2994065	OK		25-S5								101	Contig	2023-04-27	JARANV01	101	66							Illumina NextSeq	University of Lodz	PRJNA899694	SAMN31677881				Halomonas	99.4	2.02
ASM2988984v1	GCF_029889845.1	GCA_029889845.1	Halomonas sp. 25-S5	2994065	OK		25-S5					GCF_029889845.1-RS_2024_06_03	2024-06-03		101	Contig	2023-04-27	JARANV01	101	66							Illumina NextSeq	University of Lodz	PRJNA899694	SAMN31677881	3714	3557	89	Halomonas	99.4	2.02
ASM2141264v1	GCA_021412645.1	GCF_021412645.1	Halomonas alkalisoli	2907158	OK		M5N1S15					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2022-01-05		69	Contig	2022-01-10	JAKCMJ01	69	64							PacBio	Inner Mongolia university	PRJNA793135	SAMN24502863	4016	3883	64	Halomonas	98.52	1.46
ASM2141264v1	GCF_021412645.1	GCA_021412645.1	Halomonas alkalisoli	2907158	OK		M5N1S15					GCF_021412645.1-RS_2025_08_08	2025-08-08		69	Contig	2022-01-10	JAKCMJ01	69	64							PacBio	Inner Mongolia university	PRJNA793135	SAMN24502863	4030	3902	59	Halomonas	98.52	1.46
ASM3101017v1	GCA_031010175.1	GCF_031010175.1	Halomonas sp. SpR1	3050462	Inconclusive		SpR1					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-06-21		96	Contig	2023-08-30	JAUAMB01	96	55							Illumina MiSeq	Universidad Tecnica Federico Santa Maria	PRJNA977240	SAMN35522118	4862	4753	31	Halomonas	99.52	1.82
ASM3101017v1	GCF_031010175.1	GCA_031010175.1	Halomonas sp. SpR1	3050462	Inconclusive		SpR1					GCF_031010175.1-RS_2024_09_14	2024-09-14		96	Contig	2023-08-30	JAUAMB01	96	55							Illumina MiSeq	Universidad Tecnica Federico Santa Maria	PRJNA977240	SAMN35522118	4863	4757	28	Halomonas	99.52	1.82
ASM5237734v1	GCA_052377345.1	GCF_052377345.1	Halomonas sp. AOP4-A1-5	3457679	OK		AOP4-A1-5					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2025-08-26		132	Contig	2025-08-31	JBQSWT01	132	54							Illumina NovaSeq	French National Institute for Agriculture, Food, and Environment (INRAE)	PRJNA1308522	SAMN50700050	3716	3605	44	Halomonas	98.93	0.92
ASM5237734v1	GCF_052377345.1	GCA_052377345.1	Halomonas sp. AOP4-A1-5	3457679	OK		AOP4-A1-5					GCF_052377345.1-RS_2025_09_04	2025-09-04		132	Contig	2025-08-31	JBQSWT01	132	54							Illumina NovaSeq	French National Institute for Agriculture, Food, and Environment (INRAE)	PRJNA1308522	SAMN50700050	3715	3596	52	Halomonas	98.93	0.92
ASM1489794v1	GCA_014897945.1	GCF_014897945.1	Halomonas citrativorans	2742612	OK		1M45								80	Scaffold	2020-10-19	JABUZC01	78	54							Illumina HiSeq	INRA	PRJNA501839	SAMN15150965				Halomonas	98.63	0.5
ASM1489794v1	GCF_014897945.1	GCA_014897945.1	Halomonas citrativorans	2742612	OK		1M45					GCF_014897945.1-RS_2026_01_27	2026-01-27		80	Scaffold	2020-10-19	JABUZC01	78	54							Illumina HiSeq	INRA	PRJNA501839	SAMN15150965	3528	3429	46	Halomonas	98.63	0.5
ASM5237816v1	GCA_052378165.1	GCF_052378165.1	Halomonas sp. AOP30-A1-24	3457698	OK		AOP30-A1-24					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2025-08-26		119	Contig	2025-08-31	JBQSXL01	119	54							Illumina NovaSeq	French National Institute for Agriculture, Food, and Environment (INRAE)	PRJNA1308522	SAMN50700053	3624	3514	42	Halomonas	98.93	0.57
ASM5237816v1	GCF_052378165.1	GCA_052378165.1	Halomonas sp. AOP30-A1-24	3457698	OK		AOP30-A1-24					GCF_052378165.1-RS_2025_09_04	2025-09-04		119	Contig	2025-08-31	JBQSXL01	119	54							Illumina NovaSeq	French National Institute for Agriculture, Food, and Environment (INRAE)	PRJNA1308522	SAMN50700053	3625	3509	48	Halomonas	98.93	0.57
ASM283603v1	GCA_002836035.1	GCF_002836035.1	Halomonas sp. MES3-P3E	2058321	Failed		MES3-P3E					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2017-12-07		193	Contig	2017-12-12	PJBT01	193	54.5							Illumina MiSeq	University of Alaska Fairbanks	PRJNA420923	SAMN08125773	4301	4121	109	Halomonas	99.89	2.6
